codigo_linha,LetreiroCompleto,DescricaoCompleto,Sentido,TipoLinhaDescricao,LinhaCircular,latitude,longitude,acessivel,periodo_do_dia,dia_semana,hr_atualizacao,data_ingestao
8038-10,8038-10,8038-10 - PQ. CONTINENTAL,Volta,Radial,Nao,-23.5238375,-46.7372275,Sim,Noite,Quarta,2025-12-03T23:29:49.000Z,2025-12-03T23:38:49.658Z
8040-10,8040-10,8040-10 - SOL NASCENTE,Volta,Radial,Nao,-23.5209325,-46.7134955,Sim,Noite,Quarta,2025-12-03T23:29:38.000Z,2025-12-03T23:38:49.658Z
8040-10,8040-10,8040-10 - TERM. LAPA,Ida,Radial,Nao,-23.43823975,-46.771168125,Sim,Noite,Quarta,2025-12-03T23:29:50.000Z,2025-12-03T23:38:49.658Z
8043-10,8043-10,8043-10 - HAB. TURÍSTICA,Volta,Radial,Nao,-23.475237999999997,-46.756235000000004,Sim,Noite,Quarta,2025-12-03T23:29:47.000Z,2025-12-03T23:38:49.658Z
8043-10,8043-10,8043-10 - LAPA,Ida,Radial,Nao,-23.515147,-46.725674,Sim,Noite,Quarta,2025-12-03T23:29:44.000Z,2025-12-03T23:38:49.658Z
8047-10,8047-10,8047-10 - JARAGUÁ,Volta,Radial,Nao,-23.459332500000002,-46.7541455,Sim,Noite,Quarta,2025-12-03T23:29:51.000Z,2025-12-03T23:38:49.658Z
8047-10,8047-10,8047-10 - LAPA,Ida,Radial,Nao,-23.51414,-46.721074,Sim,Noite,Quarta,2025-12-03T23:29:43.000Z,2025-12-03T23:38:49.658Z
8050-10,8050-10,8050-10 - LAPA,Ida,Radial,Nao,-23.460285625000004,-46.781970875,Sim,Noite,Quarta,2025-12-03T23:29:41.000Z,2025-12-03T23:38:49.658Z
8050-10,8050-10,8050-10 - PQ. MORRO DOCE,Volta,Radial,Nao,-23.520166,-46.710088,Sim,Noite,Quarta,2025-12-03T23:29:35.000Z,2025-12-03T23:38:49.658Z
8050-31,8050-31,8050-31 - LAPA,Ida,Semi-Expressa,Nao,-23.446751499999998,-46.7985695,Sim,Noite,Quarta,2025-12-03T23:29:38.000Z,2025-12-03T23:38:49.658Z
8050-31,8050-31,8050-31 - PQ. MORRO DOCE,Volta,Semi-Expressa,Nao,-23.516337,-46.7232625,Sim,Noite,Quarta,2025-12-03T23:29:38.000Z,2025-12-03T23:38:49.658Z
8055-10,8055-10,8055-10 - LAPA,Ida,Radial,Nao,-23.408982,-46.740232000000006,Sim,Noite,Quarta,2025-12-03T23:29:47.000Z,2025-12-03T23:38:49.658Z
8055-10,8055-10,8055-10 - PERUS,Volta,Radial,Nao,-23.408456,-46.7408545,Sim,Noite,Quarta,2025-12-03T23:29:52.000Z,2025-12-03T23:38:49.658Z
8060-10,8060-10,8060-10 - TERM. LAPA,Ida,Radial,Nao,-23.5207605,-46.750506,Sim,Noite,Quarta,2025-12-03T23:29:44.000Z,2025-12-03T23:38:49.658Z
8060-10,8060-10,8060-10 - VL. PIAUÍ,Volta,Radial,Nao,-23.519959,-46.700407999999996,Sim,Noite,Quarta,2025-12-03T23:29:49.000Z,2025-12-03T23:38:49.658Z
8062-10,8062-10,8062-10 - LAPA,Ida,Radial,Sim,-23.505620750000002,-46.730751999999995,Sim,Noite,Quarta,2025-12-03T22:29:52.000Z,2025-12-03T23:38:49.658Z
8062-10,8062-10,8062-10 - PQ. SÃO DOMINGOS,Volta,Radial,Sim,-23.518856,-46.703469,Sim,Noite,Quarta,2025-12-03T23:29:39.000Z,2025-12-03T23:38:49.658Z
8065-10,8065-10,8065-10 - HAB. TURÍSTICA,Volta,Radial,Nao,-23.505999000000003,-46.7174495,Sim,Noite,Quarta,2025-12-03T23:29:50.000Z,2025-12-03T23:38:49.658Z
8065-10,8065-10,8065-10 - LAPA,Ida,Radial,Nao,-23.471992,-46.75452425,Sim,Noite,Quarta,2025-12-03T23:29:46.000Z,2025-12-03T23:38:49.658Z
8075-10,8075-10,8075-10 - METRÔ BUTANTÃ,Ida,Radial,Nao,-23.613732,-46.755429,Sim,Noite,Quarta,2025-12-03T23:29:12.000Z,2025-12-03T23:38:49.658Z
8075-10,8075-10,8075-10 - TERM. CAMPO LIMPO,Volta,Radial,Nao,-23.579169,-46.71026499999999,Sim,Noite,Quarta,2025-12-03T23:29:37.000Z,2025-12-03T23:38:49.658Z
8075-21,8075-21,8075-21 - TERM. CAMPO LIMPO,Volta,Interbairros,Nao,-23.62904,-46.768864,Sim,Noite,Quarta,2025-12-03T23:29:37.000Z,2025-12-03T23:38:49.658Z
8075-21,8075-21,8075-21 - TERM. VL. SÔNIA,Ida,Interbairros,Nao,-23.601738750000003,-46.74346475,Sim,Noite,Quarta,2025-12-03T23:29:43.000Z,2025-12-03T23:38:49.658Z
8078-10,8078-10,8078-10 - HOSP. CAMPO LIMPO,Ida,Radial,Sim,-23.6221565,-46.758869000000004,Sim,Noite,Quarta,2025-12-03T23:29:50.000Z,2025-12-03T23:38:49.658Z
8078-10,8078-10,8078-10 - JD. DAS PALMAS,Volta,Radial,Sim,-23.6258965,-46.747085,Sim,Noite,Quarta,2025-12-03T23:29:48.000Z,2025-12-03T23:38:49.658Z
807A-10,807A-10,807A-10 - TERM. CAMPO LIMPO,Volta,Radial,Nao,-23.630661,-46.773396000000005,Sim,Noite,Quarta,2025-12-03T23:29:44.000Z,2025-12-03T23:38:49.658Z
807A-10,807A-10,807A-10 - TERM. STO. AMARO,Ida,Radial,Nao,-23.642553499999998,-46.739124000000004,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
807J-10,807J-10,807J-10 - SHOP. MORUMBI,Ida,Radial,Nao,-23.631508,-46.7726,Sim,Noite,Quarta,2025-12-03T23:29:36.000Z,2025-12-03T23:38:49.658Z
807J-10,807J-10,807J-10 - TERM. CAMPO LIMPO,Volta,Radial,Nao,-23.6089925,-46.746874250000005,Sim,Noite,Quarta,2025-12-03T23:29:47.000Z,2025-12-03T23:38:49.658Z
807M-10,807M-10,807M-10 - SHOP. MORUMBI,Ida,Radial,Nao,-23.620272999999997,-46.70062575,Sim,Noite,Quarta,2025-12-03T23:29:51.000Z,2025-12-03T23:38:49.658Z
807M-10,807M-10,807M-10 - TERM. CAMPO LIMPO,Volta,Radial,Nao,-23.603745500000002,-46.725209750000005,Sim,Noite,Quarta,2025-12-03T23:29:53.000Z,2025-12-03T23:38:49.658Z
8082-10,8082-10,8082-10 - CID. UNIVERSITÁRIA,Volta,Radial,Nao,-23.5543725,-46.7328075,Sim,Noite,Quarta,2025-12-03T23:29:56.000Z,2025-12-03T23:38:49.658Z
8082-10,8082-10,8082-10 - METRÔ BUTANTÃ,Ida,Radial,Nao,-23.562132499999997,-46.713077999999996,Sim,Noite,Quarta,2025-12-03T23:29:52.000Z,2025-12-03T23:38:49.658Z
8083-10,8083-10,8083-10 - CID. UNIVERSITÁRIA,Volta,Radial,Nao,-23.568141,-46.7400545,Sim,Noite,Quarta,2025-12-03T23:29:45.000Z,2025-12-03T23:38:49.658Z
8083-10,8083-10,8083-10 - METRÔ BUTANTÃ,Ida,Radial,Nao,-23.5716415,-46.7082335,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
8084-10,8084-10,8084-10 - CID. UNIVERSITÁRIA,Ida,Radial,Sim,-23.565798,-46.7111515,Sim,Noite,Quarta,2025-12-03T23:21:39.000Z,2025-12-03T23:38:49.658Z
8084-10,8084-10,8084-10 - METRÔ BUTANTÃ,Volta,Radial,Sim,-23.560494749999997,-46.72741675,Sim,Noite,Quarta,2025-12-03T23:29:45.000Z,2025-12-03T23:38:49.658Z
8085-10,8085-10,8085-10 - CIRCULAR USP,Ida,Radial,Sim,-23.561804,-46.723785,Sim,Noite,Quarta,2025-12-03T23:09:40.000Z,2025-12-03T23:38:49.658Z
8085-10,8085-10,8085-10 - P3,Volta,Radial,Sim,-23.568271,-46.739903,Sim,Noite,Quarta,2025-12-03T23:29:46.000Z,2025-12-03T23:38:49.658Z
8086-10,8086-10,8086-10 - JAGUARÉ,Volta,Radial,Sim,-23.55586,-46.704325125,Sim,Noite,Quarta,2025-12-03T23:29:49.000Z,2025-12-03T23:38:49.658Z
8086-10,8086-10,8086-10 - PINHEIROS,Ida,Radial,Sim,-23.563795,-46.720868,Sim,Noite,Quarta,2025-12-03T23:29:29.000Z,2025-12-03T23:38:49.658Z
809A-10,809A-10,809A-10 - JD. D'ABRIL,Volta,Radial,Nao,-23.5758385,-46.7757245,Sim,Noite,Quarta,2025-12-03T23:29:50.000Z,2025-12-03T23:38:49.658Z
809A-10,809A-10,809A-10 - TERM. PINHEIROS,Ida,Radial,Nao,-23.575936499999997,-46.775704000000005,Sim,Noite,Quarta,2025-12-03T23:29:50.000Z,2025-12-03T23:38:49.658Z
809D-10,809D-10,809D-10 - COHAB EDUCANDÁRIO,Volta,Radial,Nao,-23.596984499999998,-46.7814835,Sim,Noite,Quarta,2025-12-03T23:29:51.000Z,2025-12-03T23:38:49.658Z
809D-10,809D-10,809D-10 - TERM. PINHEIROS,Ida,Radial,Nao,-23.589547500000002,-46.769341499999996,Sim,Noite,Quarta,2025-12-03T23:29:27.000Z,2025-12-03T23:38:49.658Z
809H-10,809H-10,809H-10 - JD. BOA VISTA,Volta,Radial,Nao,-23.5796245,-46.794517,Sim,Noite,Quarta,2025-12-03T23:29:48.000Z,2025-12-03T23:38:49.658Z
809H-10,809H-10,809H-10 - LAPA,Ida,Radial,Nao,-23.578792999999997,-46.791904,Sim,Noite,Quarta,2025-12-03T23:29:46.000Z,2025-12-03T23:38:49.658Z
809L-10,809L-10,809L-10 - CAMPO LIMPO,Volta,Radial,Nao,-23.632016,-46.772219500000006,Sim,Noite,Quarta,2025-12-03T23:29:39.000Z,2025-12-03T23:38:49.658Z
809L-10,809L-10,809L-10 - LAPA,Ida,Radial,Nao,-23.6326455,-46.77347,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
809N-10,809N-10,809N-10 - LAPA,Ida,Radial,Nao,-23.5510456875,-46.740044062500004,Sim,Noite,Quarta,2025-12-03T23:29:39.000Z,2025-12-03T23:38:49.658Z
809N-10,809N-10,809N-10 - VL. DALVA,Volta,Radial,Nao,-23.5503711875,-46.739562875000004,Nao,Noite,Quarta,2025-12-03T23:29:52.000Z,2025-12-03T23:38:49.658Z
809P-10,809P-10,809P-10 - TERM. CAMPO LIMPO,Volta,Radial,Nao,-23.610760499999998,-46.752893,Sim,Noite,Quarta,2025-12-03T23:29:45.000Z,2025-12-03T23:38:49.658Z
809P-10,809P-10,809P-10 - TERM. PINHEIROS,Ida,Radial,Nao,-23.6310935,-46.773485,Sim,Noite,Quarta,2025-12-03T23:29:53.000Z,2025-12-03T23:38:49.658Z
809R-10,809R-10,809R-10 - RIO PEQUENO,Volta,Radial,Sim,-23.5820035,-46.760101,Sim,Noite,Quarta,2025-12-03T23:29:48.000Z,2025-12-03T23:38:49.658Z
809R-10,809R-10,809R-10 - TERM. PINHEIROS,Ida,Radial,Sim,-23.569597,-46.716044749999995,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
809T-10,809T-10,809T-10 - COHAB RAPOSO TAVARES,Volta,Radial,Nao,-23.578530875000002,-46.764819625,Sim,Noite,Quarta,2025-12-03T23:29:38.000Z,2025-12-03T23:38:49.658Z
809T-10,809T-10,809T-10 - LAPA,Ida,Radial,Nao,-23.524919125000004,-46.699054749999995,Sim,Noite,Quarta,2025-12-03T23:29:50.000Z,2025-12-03T23:38:49.658Z
809U-10,809U-10,809U-10 - CID. UNIVERSITÁRIA,Volta,Radial,Nao,-23.5529145,-46.7319765,Sim,Noite,Quarta,2025-12-03T23:29:53.000Z,2025-12-03T23:38:49.658Z
809U-10,809U-10,809U-10 - METRÔ BARRA FUNDA,Ida,Radial,Nao,-23.5308065,-46.677728,Sim,Noite,Quarta,2025-12-03T22:59:19.000Z,2025-12-03T23:38:49.658Z
8100-10,8100-10,8100-10 - TERM. LAPA,Ida,Radial,Nao,-23.5198355,-46.6998665,Sim,Noite,Quarta,2025-12-03T23:29:52.000Z,2025-12-03T23:38:49.658Z
8100-10,8100-10,8100-10 - TERM. PIRITUBA,Volta,Radial,Nao,-23.5095485,-46.7059565,Sim,Noite,Quarta,2025-12-03T23:29:43.000Z,2025-12-03T23:38:49.658Z
817C-10,817C-10,817C-10 - HOSP. DAS CLÍNICAS,Ida,Radial,Sim,-23.5241995,-46.700545625,Sim,Noite,Quarta,2025-12-03T23:29:50.000Z,2025-12-03T23:38:49.658Z
817C-10,817C-10,817C-10 - LAPA,Volta,Radial,Sim,-23.5216915,-46.7010605,Sim,Noite,Quarta,2025-12-03T23:29:53.000Z,2025-12-03T23:38:49.658Z
8199-10,8199-10,8199-10 - CEM. VL. NOVA CACHOEIRINHA,Ida,Radial,Nao,-23.469773,-46.7519445,Sim,Noite,Quarta,2025-12-03T23:29:53.000Z,2025-12-03T23:38:49.658Z
8199-10,8199-10,8199-10 - PIRITUBA,Volta,Radial,Nao,-23.4856905,-46.73994225,Sim,Noite,Quarta,2025-12-03T23:29:51.000Z,2025-12-03T23:38:49.658Z
8200-10,8200-10,8200-10 - TERM. LAPA,Ida,Radial,Nao,-23.519739,-46.7008255,Sim,Noite,Quarta,2025-12-03T23:29:26.000Z,2025-12-03T23:38:49.658Z
8200-10,8200-10,8200-10 - TERM. PIRITUBA,Volta,Radial,Nao,-23.4892235,-46.71815,Sim,Noite,Quarta,2025-12-03T23:29:49.000Z,2025-12-03T23:38:49.658Z
8252-10,8252-10,8252-10 - LAPA,Ida,Radial,Sim,-23.52209425,-46.699110000000005,Sim,Noite,Quarta,2025-12-03T23:29:50.000Z,2025-12-03T23:38:49.658Z
8252-10,8252-10,8252-10 - METRÔ BARRA FUNDA,Volta,Radial,Sim,-23.529754875000002,-46.68239187499999,Sim,Noite,Quarta,2025-12-03T23:29:18.000Z,2025-12-03T23:38:49.658Z
8300-1,8300-1,8300-1 - TERM. LAPA,Ida,Desconhecido,Nao,-23.495966,-46.708078,Sim,Noite,Quarta,2025-12-03T23:29:46.000Z,2025-12-03T23:38:49.658Z
8300-1,8300-1,8300-1 - TERM. PIRITUBA,Volta,Desconhecido,Nao,-23.485809000000003,-46.726257125,Sim,Noite,Quarta,2025-12-03T22:49:48.000Z,2025-12-03T23:38:49.658Z
8300-10,8300-10,8300-10 - TERM. LAPA,Ida,Radial,Nao,-23.5195885,-46.700672,Sim,Noite,Quarta,2025-12-03T23:29:39.000Z,2025-12-03T23:38:49.658Z
8300-10,8300-10,8300-10 - TERM. PIRITUBA,Volta,Radial,Nao,-23.520411,-46.6997085,Sim,Noite,Quarta,2025-12-03T23:29:26.000Z,2025-12-03T23:38:49.658Z
8319-10,8319-10,8319-10 - PQ. CONTINENTAL,Volta,Radial,Sim,-23.5369125,-46.7237005,Sim,Noite,Quarta,2025-12-03T23:29:50.000Z,2025-12-03T23:38:49.658Z
8319-10,8319-10,8319-10 - SESC POMPÉIA,Ida,Radial,Sim,-23.53257025,-46.718235500000006,Sim,Noite,Quarta,2025-12-03T23:29:33.000Z,2025-12-03T23:38:49.658Z
8400-10,8400-10,8400-10 - PÇA. RAMOS DE AZEVEDO,Ida,Radial,Nao,-23.4866745,-46.725972999999996,Sim,Noite,Quarta,2025-12-03T23:29:51.000Z,2025-12-03T23:38:49.658Z
8400-10,8400-10,8400-10 - TERM. PIRITUBA,Volta,Radial,Nao,-23.538644124999998,-46.646784874999994,Sim,Noite,Quarta,2025-12-03T23:29:43.000Z,2025-12-03T23:38:49.658Z
846M-10,846M-10,846M-10 - TERM. PINHEIROS,Ida,Radial,Nao,-23.502522,-46.761129499999996,Sim,Noite,Quarta,2025-12-03T23:29:41.000Z,2025-12-03T23:38:49.658Z
846M-10,846M-10,846M-10 - VL. PIAUÍ,Volta,Radial,Nao,-23.502371,-46.761087,Sim,Noite,Quarta,2025-12-03T23:29:30.000Z,2025-12-03T23:38:49.658Z
847J-10,847J-10,847J-10 - CITY JARAGUÁ,Volta,Radial,Nao,-23.491615250000002,-46.70981,Sim,Noite,Quarta,2025-12-03T23:29:52.000Z,2025-12-03T23:38:49.658Z
847J-10,847J-10,847J-10 - JAGUARÉ,Ida,Radial,Nao,-23.468055,-46.7248625,Sim,Noite,Quarta,2025-12-03T23:29:53.000Z,2025-12-03T23:38:49.658Z
847J-21,847J-21,847J-21 - CITY JARAGUA,Ida,Interbairros,Sim,-23.515241500000002,-46.697993999999994,Sim,Noite,Domingo,2025-11-23T20:29:30.000Z,2025-12-03T23:38:49.658Z
847J-21,847J-21,847J-21 - TERM. LAPA,Volta,Interbairros,Sim,-23.4800895,-46.719591,Sim,Noite,Domingo,2025-11-23T20:29:37.000Z,2025-12-03T23:38:49.658Z
847P-42,847P-42,847P-42 - BRASILÂNDIA,Volta,Corredor,Nao,-23.57504275,-46.688142,Sim,Noite,Quarta,2025-12-03T23:29:18.000Z,2025-12-03T23:38:49.658Z
847P-42,847P-42,847P-42 - VL. OLÍMPIA,Ida,Corredor,Nao,-23.502177,-46.7038915,Sim,Noite,Quarta,2025-12-03T23:29:52.000Z,2025-12-03T23:38:49.658Z
8538-10,8538-10,8538-10 - FREGUESIA DO Ó,Volta,Radial,Nao,-23.498753999999998,-46.696639250000004,Sim,Noite,Quarta,2025-12-03T23:29:46.000Z,2025-12-03T23:38:49.658Z
8538-10,8538-10,8538-10 - PÇA. DO CORREIO,Ida,Radial,Nao,-23.507158750000002,-46.67135625,Sim,Noite,Quarta,2025-12-03T23:29:44.000Z,2025-12-03T23:38:49.658Z
8542-21,8542-21,8542-21 - BRASILÂNDIA,Volta,Interbairros,Nao,-23.4686615,-46.6974635,Sim,Noite,Quarta,2025-12-03T23:29:53.000Z,2025-12-03T23:38:49.658Z
8542-21,8542-21,8542-21 - TERM. LAPA,Ida,Interbairros,Nao,-23.511614,-46.6903155,Sim,Noite,Quarta,2025-12-03T23:29:45.000Z,2025-12-03T23:38:49.658Z
8544-10,8544-10,8544-10 - CID. D'ABRIL 3ª GLEBA,Volta,Radial,Nao,-23.434525,-46.754654,Sim,Noite,Quarta,2025-12-03T23:29:51.000Z,2025-12-03T23:38:49.658Z
8544-10,8544-10,8544-10 - PÇA. DO CORREIO,Ida,Radial,Nao,-23.51358125,-46.703233,Sim,Noite,Quarta,2025-12-03T23:29:51.000Z,2025-12-03T23:38:49.658Z
8548-10,8548-10,8548-10 - PARADA DE TAIPAS,Volta,Radial,Nao,-23.446651625,-46.715378375,Sim,Noite,Quarta,2025-12-03T23:29:46.000Z,2025-12-03T23:38:49.658Z
8548-10,8548-10,8548-10 - TERM. LAPA,Ida,Radial,Nao,-23.4495085,-46.700829999999996,Sim,Noite,Quarta,2025-12-03T23:29:44.000Z,2025-12-03T23:38:49.658Z
856R-10,856R-10,856R-10 - LAPA,Volta,Radial,Nao,-23.530187625000003,-46.6816805,Sim,Noite,Quarta,2025-12-03T23:29:45.000Z,2025-12-03T23:38:49.658Z
856R-10,856R-10,856R-10 - SOCORRO,Ida,Radial,Nao,-23.641780124999997,-46.699149125000005,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
857A-10,857A-10,857A-10 - METRÔ STA. CRUZ,Ida,Radial,Nao,-23.599408250000003,-46.74150425,Sim,Noite,Quarta,2025-12-03T23:29:40.000Z,2025-12-03T23:38:49.658Z
857A-10,857A-10,857A-10 - TERM. CAMPO LIMPO,Volta,Radial,Nao,-23.598648750000002,-46.7411545,Sim,Noite,Quarta,2025-12-03T23:29:53.000Z,2025-12-03T23:38:49.658Z
857C-10,857C-10,857C-10 - METRÔ CONCEIÇÃO,Ida,Radial,Nao,-23.627192,-46.687895749999996,Sim,Noite,Quarta,2025-12-03T23:29:45.000Z,2025-12-03T23:38:49.658Z
857C-10,857C-10,857C-10 - TERM. CAMPO LIMPO,Volta,Radial,Nao,-23.614057,-46.678441500000005,Sim,Noite,Quarta,2025-12-03T23:29:52.000Z,2025-12-03T23:38:49.658Z
857P-10,857P-10,857P-10 - PARAÍSO,Ida,Radial,Nao,-23.631218,-46.773197499999995,Sim,Noite,Quarta,2025-12-03T23:29:48.000Z,2025-12-03T23:38:49.658Z
857P-10,857P-10,857P-10 - TERM. CAMPO LIMPO,Volta,Radial,Nao,-23.605625,-46.746871,Sim,Noite,Quarta,2025-12-03T23:29:55.000Z,2025-12-03T23:38:49.658Z
857R-10,857R-10,857R-10 - ACLIMAÇÃO,Ida,Radial,Nao,-23.622234,-46.760436999999996,Sim,Noite,Quarta,2025-12-03T23:29:49.000Z,2025-12-03T23:38:49.658Z
857R-10,857R-10,857R-10 - TERM. CAMPO LIMPO,Volta,Radial,Nao,-23.564790000000002,-46.6289965,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
8594-10,8594-10,8594-10 - CID. D'ABRIL,Volta,Radial,Nao,-23.451815,-46.7463895,Sim,Noite,Quarta,2025-12-03T23:29:53.000Z,2025-12-03T23:38:49.658Z
8594-10,8594-10,8594-10 - PÇA. RAMOS DE AZEVEDO,Ida,Radial,Nao,-23.45139,-46.7459295,Sim,Noite,Quarta,2025-12-03T23:29:53.000Z,2025-12-03T23:38:49.658Z
8605-10,8605-10,8605-10 - TERM. BANDEIRA,Ida,Radial,Nao,-23.6065685,-46.748829,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
8605-10,8605-10,8605-10 - TERM. CAMPO LIMPO,Volta,Radial,Nao,-23.580540499999998,-46.711329750000004,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
8615-10,8615-10,8615-10 - PQ. DA LAPA,Volta,Radial,Nao,-23.5369125,-46.7237005,Sim,Noite,Quarta,2025-12-03T23:29:49.000Z,2025-12-03T23:38:49.658Z
8615-10,8615-10,8615-10 - TERM. PQ. D. PEDRO II,Ida,Radial,Nao,-23.546077500000003,-46.631047,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
8622-10,8622-10,8622-10 - MORRO DOCE,Volta,Radial,Nao,-23.521648499999998,-46.718697500000005,Sim,Noite,Quarta,2025-12-03T23:29:43.000Z,2025-12-03T23:38:49.658Z
8622-10,8622-10,8622-10 - PÇA. RAMOS DE AZEVEDO,Ida,Radial,Nao,-23.5296509375,-46.667956374999996,Sim,Noite,Quarta,2025-12-03T23:29:51.000Z,2025-12-03T23:38:49.658Z
8686-21,8686-21,8686-21 - MANGALOT,Ida,Interbairros,Sim,-23.5198465,-46.722371,Sim,Noite,Domingo,2025-11-23T20:29:22.000Z,2025-12-03T23:38:49.658Z
8686-21,8686-21,8686-21 - TERM. LAPA,Volta,Interbairros,Sim,-23.519665500000002,-46.7004,Sim,Noite,Domingo,2025-11-23T20:29:26.000Z,2025-12-03T23:38:49.658Z
8700-1,8700-1,8700-1 - PÇA. RAMOS DE AZEVEDO,Ida,Desconhecido,Nao,-23.5475165,-46.64427175,Sim,Noite,Quarta,2025-12-03T23:29:49.000Z,2025-12-03T23:38:49.658Z
8700-1,8700-1,8700-1 - TERM. CAMPO LIMPO,Volta,Desconhecido,Nao,-23.631797499999998,-46.7719915,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
8700-10,8700-10,8700-10 - PÇA. RAMOS DE AZEVEDO,Ida,Radial,Nao,-23.605309,-46.7462445,Sim,Noite,Quarta,2025-12-03T23:29:53.000Z,2025-12-03T23:38:49.658Z
8700-10,8700-10,8700-10 - TERM. CAMPO LIMPO,Volta,Radial,Nao,-23.570569499999998,-46.690006999999994,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
8707-21,8707-21,8707-21 - BUTANTÃ,Ida,Interbairros,Sim,-23.5823195,-46.759943,Sim,Noite,Domingo,2025-11-23T21:59:33.000Z,2025-12-03T23:38:49.658Z
8707-21,8707-21,8707-21 - RIO PEQUENO,Volta,Interbairros,Sim,-23.5823195,-46.759943,Sim,Noite,Domingo,2025-11-23T22:09:15.000Z,2025-12-03T23:38:49.658Z
874T-10,874T-10,874T-10 - IPIRANGA,Volta,Radial,Nao,-23.562789375,-46.654997124999994,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
874T-10,874T-10,874T-10 - LAPA,Ida,Radial,Nao,-23.57712125,-46.625237874999996,Sim,Noite,Quarta,2025-12-03T23:29:48.000Z,2025-12-03T23:38:49.658Z
875A-10,875A-10,875A-10 - AEROPORTO,Volta,Radial,Nao,-23.54193075,-46.64358975,Sim,Noite,Quarta,2025-12-03T23:29:49.000Z,2025-12-03T23:38:49.658Z
875A-10,875A-10,875A-10 - PERDIZES,Ida,Radial,Nao,-23.6434085,-46.6627935,Sim,Noite,Quarta,2025-12-03T23:29:49.000Z,2025-12-03T23:38:49.658Z
875C-1,875C-1,875C-1 - METRÔ STA. CRUZ,Ida,Desconhecido,Nao,-23.5857885,-46.6823865,Sim,Noite,Quarta,2025-12-03T23:29:49.000Z,2025-12-03T23:38:49.658Z
875C-1,875C-1,875C-1 - TERM. LAPA,Volta,Desconhecido,Nao,-23.599600000000002,-46.6372275,Sim,Noite,Quarta,2025-12-03T23:29:53.000Z,2025-12-03T23:38:49.658Z
875C-10,875C-10,875C-10 - METRÔ STA. CRUZ,Ida,Radial,Nao,-23.60505875,-46.661429749999996,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
875C-10,875C-10,875C-10 - TERM. LAPA,Volta,Radial,Nao,-23.5619375,-46.694520499999996,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
875H-10,875H-10,875H-10 - METRÔ VL. MARIANA,Ida,Radial,Nao,-23.581049874999998,-46.63875387499999,Sim,Noite,Quarta,2025-12-03T23:29:45.000Z,2025-12-03T23:38:49.658Z
875H-10,875H-10,875H-10 - TERM. LAPA,Volta,Radial,Nao,-23.589347,-46.6335725,Sim,Noite,Quarta,2025-12-03T23:29:56.000Z,2025-12-03T23:38:49.658Z
877T-10,877T-10,877T-10 - METRÔ PARAÍSO,Ida,Radial,Nao,-23.52386675,-46.69844175,Sim,Noite,Quarta,2025-12-03T23:29:43.000Z,2025-12-03T23:38:49.658Z
877T-10,877T-10,877T-10 - VL. ANASTÁCIO,Volta,Radial,Nao,-23.533973,-46.655032000000006,Sim,Noite,Quarta,2025-12-03T23:29:47.000Z,2025-12-03T23:38:49.658Z
9005-10,9005-10,9005-10 - JD. PRINCESA,Volta,Radial,Nao,-23.45410675,-46.694542500000004,Sim,Noite,Quarta,2025-12-03T23:29:50.000Z,2025-12-03T23:38:49.658Z
9005-10,9005-10,9005-10 - TERM. CACHOEIRINHA,Ida,Radial,Nao,-23.454378499999997,-46.693401,Sim,Noite,Quarta,2025-12-03T23:29:51.000Z,2025-12-03T23:38:49.658Z
9005-42,9005-42,9005-42 - SÍTIO DOS FRANCOS,Volta,Corredor,Nao,-23.451632500000002,-46.6774225,Sim,Noite,Quarta,2025-12-03T22:10:44.000Z,2025-12-03T23:38:49.658Z
9009-10,9009-10,9009-10 - COHAB BRASILÂNDIA,Volta,Radial,Nao,-23.447722,-46.708287999999996,Sim,Noite,Quarta,2025-12-03T23:29:42.000Z,2025-12-03T23:38:49.658Z
9009-10,9009-10,9009-10 - TERM. CACHOEIRINHA,Ida,Radial,Nao,-23.4477075,-46.708862499999995,Sim,Noite,Quarta,2025-12-03T23:29:52.000Z,2025-12-03T23:38:49.658Z
