codigo_linha,LetreiroCompleto,DescricaoCompleto,Sentido,TipoLinhaDescricao,LinhaCircular,latitude,longitude,acessivel,periodo_do_dia,dia_semana,hr_atualizacao,data_ingestao
3063-1,3063-1,3063-1 - TERM. SÃO MATEUS,Ida,Desconhecido,Nao,-23.5583375,-46.399699,Sim,Noite,Quarta,2025-12-03T23:29:51.000Z,2025-12-03T23:38:49.658Z
3063-10,3063-10,3063-10 - GUAIANASES,Volta,Radial,Nao,-23.558532,-46.399539,Sim,Noite,Quarta,2025-12-03T23:29:45.000Z,2025-12-03T23:38:49.658Z
3063-10,3063-10,3063-10 - TERM. SÃO MATEUS,Ida,Radial,Nao,-23.613653,-46.4766475,Sim,Noite,Quarta,2025-12-03T23:29:39.000Z,2025-12-03T23:38:49.658Z
3064-10,3064-10,3064-10 - CID. TIRADENTES,Volta,Radial,Nao,-23.59791,-46.403389250000004,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
3064-10,3064-10,3064-10 - CPTM GUAIANASES,Ida,Radial,Nao,-23.549757500000002,-46.4126675,Sim,Noite,Quarta,2025-12-03T23:29:47.000Z,2025-12-03T23:38:49.658Z
3064-41,3064-41,3064-41 - STA. ETELVINA II B6,Ida,Expressa,Sim,-23.580191874999997,-46.4128965,Sim,Noite,Quarta,2025-12-03T23:21:28.000Z,2025-12-03T23:38:49.658Z
3064-41,3064-41,3064-41 - TERM. CID. TIRADENTES,Volta,Expressa,Sim,-23.582953500000002,-46.411458499999995,Sim,Noite,Quarta,2025-12-03T23:29:39.000Z,2025-12-03T23:38:49.658Z
3069-10,3069-10,3069-10 - JD. RECANTO VERDE SOL,Volta,Radial,Nao,-23.621033,-46.458604,Sim,Noite,Quarta,2025-12-03T23:29:49.000Z,2025-12-03T23:38:49.658Z
3069-10,3069-10,3069-10 - TERM. SÃO MATEUS,Ida,Radial,Nao,-23.605977,-46.417018999999996,Sim,Noite,Quarta,2025-12-03T23:29:52.000Z,2025-12-03T23:38:49.658Z
3069-21,3069-21,3069-21 - JD. ALTO ALEGRE,Volta,Interbairros,Nao,-23.6210555,-46.430374,Sim,Noite,Quarta,2025-12-03T23:29:30.000Z,2025-12-03T23:38:49.658Z
3069-21,3069-21,3069-21 - TERM. SÃO MATEUS,Ida,Interbairros,Nao,-23.621201999999997,-46.459486,Sim,Noite,Quarta,2025-12-03T23:29:40.000Z,2025-12-03T23:38:49.658Z
3098-10,3098-10,3098-10 - JD. SÃO FRANCISCO,Volta,Radial,Nao,-23.600215249999998,-46.48453775,Sim,Noite,Quarta,2025-12-03T23:29:50.000Z,2025-12-03T23:38:49.658Z
3098-10,3098-10,3098-10 - SHOP. ARICANDUVA,Ida,Radial,Nao,-23.583230999999998,-46.4919925,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
3098-31,3098-31,3098-31 - JD. ELIZABETH,Ida,Semi-Expressa,Sim,-23.62864,-46.4619985,Sim,Noite,Quarta,2025-12-03T23:29:24.000Z,2025-12-03T23:38:49.658Z
3098-31,3098-31,3098-31 - SÃO MATEUS,Volta,Semi-Expressa,Sim,-23.62725375,-46.462205250000004,Sim,Noite,Quarta,2025-12-03T23:29:28.000Z,2025-12-03T23:38:49.658Z
3099-10,3099-10,3099-10 - HOSP. SÃO MATEUS,Volta,Radial,Nao,-23.593412875000002,-46.488488499999995,Sim,Noite,Quarta,2025-12-03T23:29:26.000Z,2025-12-03T23:38:49.658Z
3099-10,3099-10,3099-10 - JD. DA CONQUISTA,Ida,Radial,Nao,-23.592958000000003,-46.4883885,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
312N-10,312N-10,312N-10 - SÃO MIGUEL PAULISTA,Ida,Radial,Nao,-23.4910945,-46.441233999999994,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
312N-10,312N-10,312N-10 - TERM. CID. TIRADENTES,Volta,Radial,Nao,-23.583131,-46.4090595,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
3141-10,3141-10,3141-10 - SÃO MATEUS,Volta,Radial,Nao,-23.548495000000003,-46.5819915,Sim,Noite,Quarta,2025-12-03T23:29:49.000Z,2025-12-03T23:38:49.658Z
3141-10,3141-10,3141-10 - TERM. PQ. D. PEDRO II,Ida,Radial,Nao,-23.612395,-46.4823855,Sim,Noite,Quarta,2025-12-03T23:29:51.000Z,2025-12-03T23:38:49.658Z
3206-10,3206-10,3206-10 - CONJ. CHAPARRAL,Ida,Radial,Sim,-23.533241,-46.5445985,Sim,Noite,Quarta,2025-12-03T23:29:28.000Z,2025-12-03T23:38:49.658Z
3206-10,3206-10,3206-10 - METRÔ PENHA,Volta,Radial,Sim,-23.519419499999998,-46.547022,Sim,Noite,Quarta,2025-12-03T23:29:23.000Z,2025-12-03T23:38:49.658Z
3390-10,3390-10,3390-10 - SÃO MATEUS,Volta,Radial,Nao,-23.5470345,-46.6298525,Sim,Noite,Quarta,2025-12-03T23:29:53.000Z,2025-12-03T23:38:49.658Z
3390-10,3390-10,3390-10 - TERM. PQ. D. PEDRO II,Ida,Radial,Nao,-23.5808755,-46.56085325,Sim,Noite,Quarta,2025-12-03T23:29:40.000Z,2025-12-03T23:38:49.658Z
339A-60,339A-60,339A-60 - ÔNIBUS DO PASSEIO ILUMINADO,Ida,Desconhecido,Sim,-23.51828025,-46.3879975,Sim,Noite,Domingo,2025-11-30T21:57:26.000Z,2025-12-03T23:38:49.658Z
339A-61,339A-61,339A-61 - ALVINÓPOLIS - METRO VL MATILDE,Volta,Desconhecido,Sim,-23.5361185,-46.632417000000004,Sim,Madrugada,Domingo,2025-11-30T01:09:07.000Z,2025-12-03T23:38:49.658Z
339A-61,339A-61,339A-61 - ONIBUS DO PASSEIO ILUMINADO,Ida,Desconhecido,Sim,-23.5361185,-46.632417000000004,Sim,Noite,Domingo,2025-11-30T21:57:46.000Z,2025-12-03T23:38:49.658Z
339A-65,339A-65,339A-65 - ONIBUS DO PASSEIO ILUMINADO,Ida,Desconhecido,Sim,-23.652342,-46.609782499999994,Sim,Noite,Domingo,2025-11-30T21:57:32.000Z,2025-12-03T23:38:49.658Z
339A-66,339A-66,339A-66 - ALVINÓPOLIS - METRO VL MATILDE,Volta,Desconhecido,Sim,-23.652342,-46.609782499999994,Sim,Madrugada,Domingo,2025-11-30T01:20:27.000Z,2025-12-03T23:38:49.658Z
339A-66,339A-66,339A-66 - ONIBUS DO PASSEIO ILUMINADO,Ida,Desconhecido,Sim,-23.652342,-46.609782499999994,Sim,Tarde,Domingo,2025-11-30T15:29:48.000Z,2025-12-03T23:38:49.658Z
342C-10,342C-10,342C-10 - JD. MARÍLIA,Volta,Radial,Nao,-23.5230405,-46.545178,Sim,Noite,Quarta,2025-12-03T23:29:55.000Z,2025-12-03T23:38:49.658Z
342C-10,342C-10,342C-10 - PENHA,Ida,Radial,Nao,-23.554313,-46.491979,Sim,Noite,Quarta,2025-12-03T23:29:45.000Z,2025-12-03T23:38:49.658Z
342M-10,342M-10,342M-10 - TERM. PENHA,Ida,Radial,Nao,-23.548847,-46.536943,Sim,Noite,Quarta,2025-12-03T23:29:53.000Z,2025-12-03T23:38:49.658Z
342M-10,342M-10,342M-10 - TERM. SÃO MATEUS,Volta,Radial,Nao,-23.583665,-46.494313500000004,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
342N-10,342N-10,342N-10 - COHAB PRES. JUSCELINO KUBITSCHECK,Volta,Radial,Sim,-23.542759750000002,-46.415296749999996,Sim,Noite,Quarta,2025-12-03T23:29:53.000Z,2025-12-03T23:38:49.658Z
342N-10,342N-10,342N-10 - E.T. ITAQUERA,Ida,Radial,Sim,-23.547549500000002,-46.411983,Sim,Noite,Quarta,2025-12-03T23:29:40.000Z,2025-12-03T23:38:49.658Z
3459-23,3459-23,3459-23 - ITAIM PAULISTA,Ida,Circular,Nao,-23.5114575,-46.3840215,Sim,Noite,Quarta,2025-12-03T23:29:37.000Z,2025-12-03T23:38:49.658Z
3459-23,3459-23,3459-23 - METRÔ BRESSER,Volta,Circular,Nao,-23.515906,-46.383242499999994,Sim,Noite,Quarta,2025-12-03T23:29:49.000Z,2025-12-03T23:38:49.658Z
3462-10,3462-10,3462-10 - METRÔ TATUAPÉ,Ida,Radial,Nao,-23.53229375,-46.454347,Sim,Noite,Quarta,2025-12-03T23:29:36.000Z,2025-12-03T23:38:49.658Z
3462-10,3462-10,3462-10 - VL. SANTANA,Volta,Radial,Nao,-23.532520750000003,-46.53608475,Sim,Noite,Quarta,2025-12-03T23:29:40.000Z,2025-12-03T23:38:49.658Z
351F-10,351F-10,351F-10 - JAÇANÃ,Volta,Radial,Nao,-23.5305965,-46.599469,Sim,Noite,Quarta,2025-12-03T23:29:51.000Z,2025-12-03T23:38:49.658Z
351F-10,351F-10,351F-10 - TERM. VL. CARRÃO,Ida,Radial,Nao,-23.461732,-46.5828865,Sim,Noite,Quarta,2025-12-03T23:29:42.000Z,2025-12-03T23:38:49.658Z
352A-10,352A-10,352A-10 - JD. HELENA,Volta,Radial,Nao,-23.571196999999998,-46.470158,Sim,Noite,Quarta,2025-12-03T23:29:50.000Z,2025-12-03T23:38:49.658Z
352A-10,352A-10,352A-10 - TERM. SÃO MATEUS,Ida,Radial,Nao,-23.56306625,-46.466267,Sim,Noite,Quarta,2025-12-03T23:29:47.000Z,2025-12-03T23:38:49.658Z
3539-10,3539-10,3539-10 - CID. TIRADENTES,Volta,Radial,Nao,-23.58092275,-46.411011,Sim,Noite,Quarta,2025-12-03T23:29:52.000Z,2025-12-03T23:38:49.658Z
3539-10,3539-10,3539-10 - METRÔ BRESSER,Ida,Radial,Nao,-23.535687875,-46.55250100000001,Sim,Noite,Quarta,2025-12-03T23:29:47.000Z,2025-12-03T23:38:49.658Z
354M-10,354M-10,354M-10 - TERM. SÃO MATEUS,Ida,Radial,Nao,-23.613432500000002,-46.476448,Sim,Noite,Quarta,2025-12-03T23:29:26.000Z,2025-12-03T23:38:49.658Z
354M-10,354M-10,354M-10 - TERM. SÃO MIGUEL,Volta,Radial,Nao,-23.491803500000003,-46.434038,Sim,Noite,Quarta,2025-12-03T23:29:51.000Z,2025-12-03T23:38:49.658Z
3712-10,3712-10,3712-10 - JD. SÃO JOÃO,Volta,Radial,Nao,-23.545954000000002,-46.4267315,Sim,Noite,Quarta,2025-12-03T23:29:42.000Z,2025-12-03T23:38:49.658Z
3712-10,3712-10,3712-10 - METRÔ ITAQUERA,Ida,Radial,Nao,-23.547673,-46.4325535,Sim,Noite,Quarta,2025-12-03T23:29:25.000Z,2025-12-03T23:38:49.658Z
3712-51,3712-51,3712-51 - METRÔ ITAQUERA,Ida,Desconhecido,Nao,-23.549262374999998,-46.427138,Sim,Noite,Quarta,2025-12-03T23:29:46.000Z,2025-12-03T23:38:49.658Z
3712-51,3712-51,3712-51 - VL. COSMOPOLITA,Volta,Desconhecido,Nao,-23.540637625000002,-46.455880625,Sim,Noite,Quarta,2025-12-03T23:29:35.000Z,2025-12-03T23:38:49.658Z
3721-41,3721-41,3721-41 - METRÔ ITAQUERA,Ida,Expressa,Nao,-23.558401500000002,-46.498166499999996,Sim,Noite,Quarta,2025-12-03T23:29:49.000Z,2025-12-03T23:38:49.658Z
3721-41,3721-41,3721-41 - SHOP. ARICANDUVA,Volta,Expressa,Nao,-23.540392,-46.485367499999995,Sim,Noite,Quarta,2025-12-03T23:29:49.000Z,2025-12-03T23:38:49.658Z
3722-10,3722-10,3722-10 - COHAB JOSÉ BONIFÁCIO,Volta,Radial,Sim,-23.541944,-46.4354155,Sim,Noite,Quarta,2025-12-03T23:29:35.000Z,2025-12-03T23:38:49.658Z
3722-10,3722-10,3722-10 - METRÔ ITAQUERA,Ida,Radial,Sim,-23.5462215,-46.436198000000005,Sim,Noite,Quarta,2025-12-03T23:29:22.000Z,2025-12-03T23:38:49.658Z
3728-10,3728-10,3728-10 - METRÔ ARTUR ALVIM,Volta,Radial,Sim,-23.560309,-46.4847395,Sim,Noite,Quarta,2025-12-03T23:29:32.000Z,2025-12-03T23:38:49.658Z
3728-10,3728-10,3728-10 - PQ. SAVOY CITY,Ida,Radial,Sim,-23.540229250000003,-46.486224750000005,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
372F-10,372F-10,372F-10 - METRÔ BRESSER,Ida,Radial,Nao,-23.552103000000002,-46.598889,Sim,Noite,Quarta,2025-12-03T23:29:39.000Z,2025-12-03T23:38:49.658Z
372F-10,372F-10,372F-10 - UNIV. SÃO JUDAS TADEU,Volta,Radial,Nao,-23.552058000000002,-46.5991515,Sim,Noite,Quarta,2025-12-03T23:29:39.000Z,2025-12-03T23:38:49.658Z
372U-10,372U-10,372U-10 - METRÔ TATUAPÉ,Ida,Radial,Nao,-23.556617000000003,-46.537880875,Sim,Noite,Quarta,2025-12-03T23:29:47.000Z,2025-12-03T23:38:49.658Z
372U-10,372U-10,372U-10 - VL. STA. ISABEL,Volta,Radial,Nao,-23.5528495,-46.566156,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
3732-10,3732-10,3732-10 - CPTM JOSÉ BONIFÁCIO,Volta,Radial,Nao,-23.5543135,-46.4376995,Sim,Noite,Quarta,2025-12-03T23:29:41.000Z,2025-12-03T23:38:49.658Z
3732-10,3732-10,3732-10 - METRÔ ITAQUERA,Ida,Radial,Nao,-23.5450175,-46.435485,Sim,Noite,Quarta,2025-12-03T23:29:46.000Z,2025-12-03T23:38:49.658Z
3734-10,3734-10,3734-10 - CID. LIDER,Volta,Radial,Nao,-23.552886,-46.472831,Sim,Noite,Quarta,2025-12-03T23:29:48.000Z,2025-12-03T23:38:49.658Z
3734-10,3734-10,3734-10 - METRÔ ARTUR ALVIM,Ida,Radial,Nao,-23.551903875,-46.48319375,Sim,Noite,Quarta,2025-12-03T23:29:49.000Z,2025-12-03T23:38:49.658Z
3735-41,3735-41,3735-41 - JD. SÃO JOSÉ,Ida,Expressa,Sim,-23.544128,-46.4890815,Sim,Noite,Quarta,2025-12-03T22:59:34.000Z,2025-12-03T23:38:49.658Z
3735-41,3735-41,3735-41 - METRÔ ARTUR ALVIM,Volta,Expressa,Sim,-23.5416025,-46.484308,Sim,Noite,Quarta,2025-12-03T23:29:34.000Z,2025-12-03T23:38:49.658Z
3737-31,3737-31,3737-31 - CIRCULAR,Ida,Semi-Expressa,Sim,-23.530606499999998,-46.51745699999999,Sim,Noite,Quarta,2025-12-03T23:29:21.000Z,2025-12-03T23:38:49.658Z
3737-31,3737-31,3737-31 - METRÔ GUILHERMINA/ESPERANÇA,Volta,Semi-Expressa,Sim,-23.535153,-46.507131,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
3738-10,3738-10,3738-10 - COHAB JUSCELINO,Volta,Radial,Nao,-23.551851,-46.446431000000004,Sim,Noite,Quarta,2025-12-03T23:29:51.000Z,2025-12-03T23:38:49.658Z
3738-10,3738-10,3738-10 - METRÔ ITAQUERA,Ida,Radial,Nao,-23.564385,-46.415116999999995,Sim,Noite,Quarta,2025-12-03T23:29:51.000Z,2025-12-03T23:38:49.658Z
3739-10,3739-10,3739-10 - METRÔ ITAQUERA,Ida,Radial,Nao,-23.579055999999998,-46.442871124999996,Sim,Noite,Quarta,2025-12-03T23:29:52.000Z,2025-12-03T23:38:49.658Z
3739-10,3739-10,3739-10 - RECANTO VERDE SOL,Volta,Radial,Nao,-23.613457,-46.4236365,Sim,Noite,Quarta,2025-12-03T23:29:50.000Z,2025-12-03T23:38:49.658Z
373L-10,373L-10,373L-10 - JD. LIMOEIRO,Volta,Radial,Nao,-23.6230335,-46.4146085,Sim,Noite,Quarta,2025-12-03T23:29:53.000Z,2025-12-03T23:38:49.658Z
373L-10,373L-10,373L-10 - METRÔ ITAQUERA,Ida,Radial,Nao,-23.565971,-46.457518750000006,Sim,Noite,Quarta,2025-12-03T23:29:46.000Z,2025-12-03T23:38:49.658Z
373M-10,373M-10,373M-10 - JD. GUAIRACÁ,Volta,Radial,Nao,-23.593271,-46.560283,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
373M-10,373M-10,373M-10 - SHOP. METRÔ TATUAPÉ,Ida,Radial,Nao,-23.567842999999996,-46.59017525,Sim,Noite,Quarta,2025-12-03T23:29:44.000Z,2025-12-03T23:38:49.658Z
373T-10,373T-10,373T-10 - JD. ITÁPOLIS,Volta,Radial,Nao,-23.58281325,-46.566430875,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
373T-10,373T-10,373T-10 - METRÔ BRESSER,Ida,Radial,Nao,-23.567707,-46.59043174999999,Sim,Noite,Quarta,2025-12-03T23:29:52.000Z,2025-12-03T23:38:49.658Z
3741-10,3741-10,3741-10 - CPTM D. BOSCO,Volta,Radial,Nao,-23.561026624999997,-46.459996999999994,Sim,Noite,Quarta,2025-12-03T23:29:39.000Z,2025-12-03T23:38:49.658Z
3741-10,3741-10,3741-10 - METRÔ ITAQUERA,Ida,Radial,Nao,-23.563516,-46.458093,Sim,Noite,Quarta,2025-12-03T23:29:46.000Z,2025-12-03T23:38:49.658Z
3742-10,3742-10,3742-10 - JD. LARANJEIRA,Volta,Radial,Nao,-23.56382975,-46.44634175,Sim,Noite,Quarta,2025-12-03T23:29:50.000Z,2025-12-03T23:38:49.658Z
3742-10,3742-10,3742-10 - METRÔ ITAQUERA,Ida,Radial,Nao,-23.6050545,-46.434651,Sim,Noite,Quarta,2025-12-03T23:29:55.000Z,2025-12-03T23:38:49.658Z
3743-10,3743-10,3743-10 - METRÔ ITAQUERA,Ida,Radial,Nao,-23.609655125000003,-46.475260625000004,Sim,Noite,Quarta,2025-12-03T23:29:49.000Z,2025-12-03T23:38:49.658Z
3743-10,3743-10,3743-10 - SÃO MATEUS,Volta,Radial,Nao,-23.5912988125,-46.489284437500004,Sim,Noite,Quarta,2025-12-03T23:29:46.000Z,2025-12-03T23:38:49.658Z
3745-10,3745-10,3745-10 - JD. IMPERADOR,Volta,Radial,Nao,-23.5473485,-46.5402945,Sim,Noite,Quarta,2025-12-03T23:29:49.000Z,2025-12-03T23:38:49.658Z
3745-10,3745-10,3745-10 - METRÔ TATUAPÉ,Ida,Radial,Nao,-23.55751,-46.53422425,Sim,Noite,Quarta,2025-12-03T23:29:50.000Z,2025-12-03T23:38:49.658Z
374M-10,374M-10,374M-10 - CPTM ERMELINO MATARAZZO,Volta,Radial,Nao,-23.48555,-46.48161125,Sim,Noite,Quarta,2025-12-03T23:29:48.000Z,2025-12-03T23:38:49.658Z
374M-10,374M-10,374M-10 - METRÔ ITAQUERA,Ida,Radial,Nao,-23.5008925,-46.4939675,Sim,Noite,Quarta,2025-12-03T23:29:38.000Z,2025-12-03T23:38:49.658Z
374V-10,374V-10,374V-10 - JD. SANTANA,Volta,Radial,Nao,-23.5190515,-46.449638,Sim,Noite,Quarta,2025-12-03T23:29:40.000Z,2025-12-03T23:38:49.658Z
374V-10,374V-10,374V-10 - METRÔ ITAQUERA,Ida,Radial,Nao,-23.5133975,-46.454088999999996,Sim,Noite,Quarta,2025-12-03T23:29:47.000Z,2025-12-03T23:38:49.658Z
3751-10,3751-10,3751-10 - COHAB PRESTES MAIA,Volta,Radial,Nao,-23.565449,-46.417891499999996,Sim,Noite,Quarta,2025-12-03T23:29:46.000Z,2025-12-03T23:38:49.658Z
3751-10,3751-10,3751-10 - METRÔ ITAQUERA,Ida,Radial,Nao,-23.537626375000002,-46.455183000000005,Sim,Noite,Quarta,2025-12-03T23:29:47.000Z,2025-12-03T23:38:49.658Z
3754-10,3754-10,3754-10 - INÁCIO MONTEIRO,Volta,Radial,Nao,-23.5254215,-46.4335045,Sim,Noite,Quarta,2025-12-03T23:29:46.000Z,2025-12-03T23:38:49.658Z
3754-10,3754-10,3754-10 - METRÔ ITAQUERA,Ida,Radial,Nao,-23.564265499999998,-46.4047105,Sim,Noite,Quarta,2025-12-03T23:29:39.000Z,2025-12-03T23:38:49.658Z
3756-10,3756-10,3756-10 - BARRO BRANCO,Volta,Radial,Nao,-23.563656,-46.424366500000005,Sim,Noite,Quarta,2025-12-03T23:29:27.000Z,2025-12-03T23:38:49.658Z
3756-10,3756-10,3756-10 - METRÔ ITAQUERA,Ida,Radial,Nao,-23.582981,-46.390744,Sim,Noite,Quarta,2025-12-03T23:29:40.000Z,2025-12-03T23:38:49.658Z
3762-10,3762-10,3762-10 - JD. IVA,Volta,Radial,Nao,-23.57624025,-46.52801975,Sim,Noite,Quarta,2025-12-03T23:29:52.000Z,2025-12-03T23:38:49.658Z
3762-10,3762-10,3762-10 - METRÔ TATUAPÉ,Ida,Radial,Nao,-23.546595625000002,-46.554640250000006,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
3763-10,3763-10,3763-10 - METRÔ TATUAPÉ,Ida,Radial,Nao,-23.54521,-46.5742535,Sim,Noite,Quarta,2025-12-03T23:29:52.000Z,2025-12-03T23:38:49.658Z
3763-10,3763-10,3763-10 - TERM. VL. CARRÃO,Volta,Radial,Nao,-23.546834875,-46.55589225,Sim,Noite,Quarta,2025-12-03T23:29:50.000Z,2025-12-03T23:38:49.658Z
3766-10,3766-10,3766-10 - COHAB II,Volta,Radial,Nao,-23.553821499999998,-46.428109,Sim,Noite,Quarta,2025-12-03T23:29:54.000Z,2025-12-03T23:38:49.658Z
3766-10,3766-10,3766-10 - METRÔ ITAQUERA,Ida,Radial,Nao,-23.542333999999997,-46.470445999999995,Sim,Noite,Quarta,2025-12-03T23:29:53.000Z,2025-12-03T23:38:49.658Z
3768-10,3768-10,3768-10 - CPTM JOSÉ BONIFÁCIO,Ida,Radial,Nao,-23.5790845,-46.39025325,Sim,Noite,Quarta,2025-12-03T23:29:44.000Z,2025-12-03T23:38:49.658Z
3768-10,3768-10,3768-10 - VL. YOLANDA,Volta,Radial,Nao,-23.539736,-46.4314325,Sim,Noite,Quarta,2025-12-03T23:29:51.000Z,2025-12-03T23:38:49.658Z
3778-10,3778-10,3778-10 - JD. STA. TEREZINHA,Volta,Radial,Nao,-23.5765435,-46.493795500000004,Sim,Noite,Quarta,2025-12-03T23:29:53.000Z,2025-12-03T23:38:49.658Z
3778-10,3778-10,3778-10 - METRÔ CARRÃO,Ida,Radial,Nao,-23.574871,-46.4956905,Sim,Noite,Quarta,2025-12-03T23:29:53.000Z,2025-12-03T23:38:49.658Z
3785-10,3785-10,3785-10 - COHAB BARRO BRANCO,Volta,Radial,Nao,-23.58095075,-46.39820625,Sim,Noite,Quarta,2025-12-03T23:29:53.000Z,2025-12-03T23:38:49.658Z
3785-10,3785-10,3785-10 - METRÔ ITAQUERA,Ida,Radial,Nao,-23.5766265,-46.443929999999995,Sim,Noite,Quarta,2025-12-03T23:29:39.000Z,2025-12-03T23:38:49.658Z
3787-10,3787-10,3787-10 - CID. TIRADENTES,Volta,Radial,Nao,-23.60186025,-46.398567,Sim,Noite,Quarta,2025-12-03T23:29:50.000Z,2025-12-03T23:38:49.658Z
3787-10,3787-10,3787-10 - METRÔ ITAQUERA,Ida,Radial,Nao,-23.542569999999998,-46.46953499999999,Sim,Noite,Quarta,2025-12-03T23:29:51.000Z,2025-12-03T23:38:49.658Z
3789-10,3789-10,3789-10 - CID. TIRADENTES,Volta,Radial,Nao,-23.570737,-46.44946,Sim,Noite,Quarta,2025-12-03T23:29:51.000Z,2025-12-03T23:38:49.658Z
3789-10,3789-10,3789-10 - METRÔ ITAQUERA,Ida,Radial,Nao,-23.5425685,-46.470890999999995,Sim,Noite,Quarta,2025-12-03T23:29:48.000Z,2025-12-03T23:38:49.658Z
3789-51,3789-51,3789-51 - CIRCULAR,Ida,Desconhecido,Sim,-23.608552250000002,-46.39908025,Sim,Noite,Quarta,2025-12-03T22:29:50.000Z,2025-12-03T23:38:49.658Z
3789-51,3789-51,3789-51 - METALÚRGICOS,Volta,Desconhecido,Sim,-23.6028795,-46.3980455,Sim,Noite,Quarta,2025-12-03T23:29:18.000Z,2025-12-03T23:38:49.658Z
3795-10,3795-10,3795-10 - JD. SÃO CARLOS,Volta,Radial,Nao,-23.559461,-46.416283,Sim,Noite,Quarta,2025-12-03T23:29:52.000Z,2025-12-03T23:38:49.658Z
3795-10,3795-10,3795-10 - METRÔ ITAQUERA,Ida,Radial,Nao,-23.559945,-46.415017750000004,Sim,Noite,Quarta,2025-12-03T23:29:39.000Z,2025-12-03T23:38:49.658Z
3796-10,3796-10,3796-10 - GLEBA DO PESSEGO,Volta,Radial,Nao,-23.58877925,-46.446368875,Sim,Noite,Quarta,2025-12-03T23:29:44.000Z,2025-12-03T23:38:49.658Z
3796-10,3796-10,3796-10 - METRÔ ITAQUERA,Ida,Radial,Nao,-23.574146,-46.4584175,Sim,Noite,Quarta,2025-12-03T23:29:44.000Z,2025-12-03T23:38:49.658Z
3901-10,3901-10,3901-10 - JD. DANFER,Volta,Radial,Nao,-23.52047425,-46.52494825,Sim,Noite,Quarta,2025-12-03T23:29:26.000Z,2025-12-03T23:38:49.658Z
3901-10,3901-10,3901-10 - METRÔ PENHA,Ida,Radial,Nao,-23.5142675,-46.519064,Sim,Noite,Quarta,2025-12-03T23:29:30.000Z,2025-12-03T23:38:49.658Z
3902-10,3902-10,3902-10 - CPTM GUAIANASES,Ida,Radial,Nao,-23.4852245,-46.379097,Sim,Noite,Quarta,2025-12-03T23:29:40.000Z,2025-12-03T23:38:49.658Z
3902-10,3902-10,3902-10 - CPTM JD. ROMANO,Volta,Radial,Nao,-23.490715375,-46.374559000000005,Sim,Noite,Quarta,2025-12-03T23:29:42.000Z,2025-12-03T23:38:49.658Z
3903-10,3903-10,3903-10 - JD. VL. NOVA,Volta,Radial,Nao,-23.5317755,-46.483855000000005,Sim,Noite,Quarta,2025-12-03T23:29:38.000Z,2025-12-03T23:38:49.658Z
3903-10,3903-10,3903-10 - PENHA,Ida,Radial,Nao,-23.514391,-46.535451,Sim,Noite,Quarta,2025-12-03T23:29:36.000Z,2025-12-03T23:38:49.658Z
390E-10,390E-10,390E-10 - TERM. PENHA,Volta,Radial,Nao,-23.5189955,-46.547129,Sim,Noite,Quarta,2025-12-03T23:29:33.000Z,2025-12-03T23:38:49.658Z
390E-10,390E-10,390E-10 - TERM. PQ. D. PEDRO II,Ida,Radial,Nao,-23.542392999999997,-46.616875500000006,Sim,Noite,Quarta,2025-12-03T23:29:19.000Z,2025-12-03T23:38:49.658Z
390E-41,390E-41,390E-41 - ETEC PQ. BELÉM,Volta,Expressa,Nao,-23.54085775,-46.57623325,Sim,Noite,Quarta,2025-12-03T22:29:32.000Z,2025-12-03T23:38:49.658Z
390E-41,390E-41,390E-41 - METRÔ TATUAPÉ,Ida,Expressa,Nao,-23.541288,-46.5781875,Sim,Noite,Quarta,2025-12-03T22:10:50.000Z,2025-12-03T23:38:49.658Z
4001-10,4001-10,4001-10 - ITAQUERA,Volta,Radial,Nao,-23.532577,-46.4410275,Sim,Noite,Quarta,2025-12-03T23:29:37.000Z,2025-12-03T23:38:49.658Z
4001-10,4001-10,4001-10 - TERM. VL. CARRÃO,Ida,Radial,Nao,-23.536105,-46.4495635,Sim,Noite,Quarta,2025-12-03T23:29:26.000Z,2025-12-03T23:38:49.658Z
4002-10,4002-10,4002-10 - GUAIANASES,Volta,Radial,Nao,-23.559947,-46.4038685,Sim,Noite,Quarta,2025-12-03T23:29:55.000Z,2025-12-03T23:38:49.658Z
